1,1999,392099,29783190
1,2000,388981,49020520
1,2001,385864,108235110
1,2002,382747,148892710
1,2003,381714,205847640
1,2004,380681,256931400
1,2005,379647,324348444
1,2006,378614,457376470
1,2007,371358,624197555
1,2008,364103,731773066
1,2009,356847,740460473
1,2010,349592,733245152
1,2011,342336,750956846
1,2012,350064,797864932
1,2013,357792,809414381
1,2014,365520,843449967
1,2015,373248,1102402336
2,1999,469539,41287000
2,2000,466956,69086270
2,2001,464374,142017350
2,2002,461791,189110220
2,2003,460965,284334040
2,2004,460139,334630380
2,2005,459313,429491472
2,2006,458487,626825313
2,2007,449237,768856403
2,2008,439986,910027255
2,2009,430736,930402030
2,2010,421485,1048093022
2,2011,412235,992452705
2,2012,424577,1071189701
2,2013,436919,1035799644
2,2014,449262,1089861921
2,2015,461604,1241554023
3,1999,661199,60356080
3,2000,658341,82198330
3,2001,655483,196858830
3,2002,652625,251839550
3,2003,650616,365850890
3,2004,648608,455965800
3,2005,646599,534426758
3,2006,644590,785422418
3,2007,637613,1044845317
3,2008,630635,1246690897
3,2009,623658,1214009501
3,2010,616680,1167993896
3,2011,609703,1160602444
3,2012,617029,1265692707
3,2013,624355,1370643002
3,2014,631681,1485042949
3,2015,639007,1751840131
4,1999,715890,57833610
4,2000,712801,90778970
4,2001,709712,230274200
4,2002,706623,307443310
4,2003,710320,420576250
4,2004,714017,467600870
4,2005,717714,576923347
4,2006,721411,781549248
4,2007,702857,977833748
4,2008,684303,1197755940
4,2009,665748,1104670015
4,2010,647194,1174292649
4,2011,628640,1206643237
4,2012,652225,1198952876
4,2013,675810,1364831838
4,2014,699396,1307520289
4,2015,722981,1543215676
5,1999,611831,56639550
5,2000,607969,94454890
5,2001,604108,203403300
5,2002,600246,261592760
5,2003,598930,378959440
5,2004,597614,461353370
5,2005,596298,586485694
5,2006,594982,938875051
5,2007,587708,1032787459
5,2008,580434,1241340611
5,2009,573161,1211111833
5,2010,565887,1245764881
5,2011,558613,1210302600
5,2012,570711,1249067605
5,2013,582809,1301930987
5,2014,594906,1534373173
5,2015,607004,2014900419
6,1999,316206,26090350
6,2000,314690,42536880
6,2001,313173,98229560
6,2002,311657,113841270
6,2003,313164,159023890
6,2004,314671,203315440
6,2005,316178,247164580
6,2006,317685,382863799
6,2007,314433,472668173
6,2008,311181,555039076
6,2009,307929,583127155
6,2010,304677,616437186
6,2011,301425,652750306
6,2012,306978,790577214
6,2013,312530,761319653
6,2014,318083,918556642
6,2015,323635,1035216123
7,1999,455375,39454690
7,2000,454528,56814730
7,2001,453681,133372190
7,2002,452834,165797790
7,2003,453817,245172570
7,2004,454800,286894305
7,2005,455782,344845674
7,2006,456765,476160447
7,2007,446298,616336862
7,2008,435831,696025671
7,2009,425363,704660753
7,2010,414896,700363764
7,2011,404429,785641341
7,2012,414738,826242229
7,2013,425047,921231333
7,2014,435355,909079805
7,2015,445664,1019440341
8,1999,605298,69777940
8,2000,599875,97465450
8,2001,594451,191722000
8,2002,589028,259732680
8,2003,590711,364095230
8,2004,592393,460183580
8,2005,594076,558665528
8,2006,595758,811544280
8,2007,582588,1114793093
8,2008,569417,1272888402
8,2009,556247,1313649053
8,2010,543076,1286066754
8,2011,529906,1366802180
8,2012,550086,1303426681
8,2013,570266,1359603702
8,2014,590447,1425557615
8,2015,610627,1616622775
9,1999,378831,32890990
9,2000,376945,48166750
9,2001,375060,96988010
9,2002,373174,131129270
9,2003,371796,189571250
9,2004,370418,228627570
9,2005,369039,271901546
9,2006,367661,388420872
9,2007,357459,521537867
9,2008,347257,622522281
9,2009,337056,631969576
9,2010,326854,584122333
9,2011,316652,596603397
9,2012,324561,689928123
9,2013,332470,619916448
9,2014,340378,720001980
9,2015,348287,849534277
10,1999,502438,39380400
10,2000,500363,56247240
10,2001,498289,134268130
10,2002,496214,179663090
10,2003,494906,246963900
10,2004,493598,298828120
10,2005,492289,414656550
10,2006,490981,521842382
10,2007,480854,687909534
10,2008,470727,818806726
10,2009,460601,803478973
10,2010,450474,790557121
10,2011,440347,735443642
10,2012,448040,752710643
10,2013,455733,831739742
10,2014,463425,1016950610
10,2015,471118,1093429758
11,1999,346157,26331920
11,2000,341845,41458850
11,2001,337532,95134290
11,2002,333219,125609000
11,2003,332544,167539604
11,2004,331868,212848120
11,2005,331193,301255509
11,2006,330517,389130446
11,2007,321921,485685505
11,2008,313324,557269140
11,2009,304728,581157401
11,2010,296131,568604655
11,2011,287535,657155901
11,2012,295637,663000621
11,2013,303740,705673183
11,2014,311842,850275720
11,2015,319945,904161945
12,1999,328873,17785980
12,2000,327454,40371360
12,2001,326036,79823970
12,2002,324617,108405100
12,2003,322536,142083310
12,2004,320456,180408300
12,2005,318375,204350478
12,2006,316294,301057790
12,2007,310489,423225371
12,2008,304684,508283558
12,2009,298879,486804986
12,2010,293074,488311970
12,2011,287269,499232010
12,2012,293274,517143391
12,2013,299279,546970520
12,2014,305283,629710115
12,2015,311288,832733181
13,1999,712819,82189890
13,2000,709464,112233300
13,2001,706110,247559980
13,2002,702755,301337260
13,2003,699447,416863270
13,2004,696139,510176370
13,2005,692831,660431105
13,2006,689523,965797873
13,2007,686599,1265405444
13,2008,683675,1498711384
13,2009,680751,1511735320
13,2010,677827,1505502128
13,2011,674903,1561314541
13,2012,684313,1604789227
13,2013,693724,1852314621
13,2014,703134,1879341483
13,2015,712545,2120656580
14,1999,725236,102923950
14,2000,721875,150700510
14,2001,718513,297280250
14,2002,715151,386181220
14,2003,715507,554934780
14,2004,715864,655999600
14,2005,716220,758368322
14,2006,716576,1016757853
14,2007,709450,1346645077
14,2008,702324,1489297236
14,2009,695197,1482471086
14,2010,688071,1470851651
14,2011,680945,1618559207
14,2012,698710,1641169105
14,2013,716474,1695547082
14,2014,734239,1927357928
14,2015,752003,2305630399
15,1999,225691,20645240
15,2000,224610,26961440
15,2001,223530,63983970
15,2002,222449,85176110
15,2003,222774,118799750
15,2004,223100,145385060
15,2005,223425,181603809
15,2006,223750,258013622
15,2007,221251,327435843
15,2008,218752,406456881
15,2009,216252,411905446
15,2010,213753,412868347
15,2011,211254,402268143
15,2012,214750,431070785
15,2013,218245,467054551
15,2014,221741,527913227
15,2015,225236,715996685
16,1999,547846,39613220
16,2000,545819,57777720
16,2001,543791,138747490
16,2002,541763,184929210
16,2003,540094,267409340
16,2004,538425,308736500
16,2005,536756,371651183
16,2006,535087,536674393
16,2007,530127,714098300
16,2008,525167,816492780
16,2009,520207,869695726
16,2010,515247,848828559
16,2011,510287,959155239
16,2012,513915,880570802
16,2013,517543,980282568
16,2014,521170,1147076245
16,2015,524798,1253325315
17,1999,742604,56734420
17,2000,739813,90155950
17,2001,737022,210731240
17,2002,734231,255894100
17,2003,729671,346453390
17,2004,725110,432672920
17,2005,720550,526146935
17,2006,715989,765466847
17,2007,698789,996052698
17,2008,681589,1203961990
17,2009,664389,1237525099
17,2010,647189,1209615422
17,2011,629989,1146813128
17,2012,644015,1231953984
17,2013,658040,1249048060
17,2014,672066,1432348836
17,2015,686091,1702544014
18,1999,625993,48842930
18,2000,623847,90958590
18,2001,621702,168331040
18,2002,619556,256884550
18,2003,619162,359219730
18,2004,618768,373952260
18,2005,618373,493322097
18,2006,617979,718266931
18,2007,600506,852530407
18,2008,583032,1018972510
18,2009,565559,1016307228
18,2010,548085,969838447
18,2011,530612,984296871
18,2012,550823,1032789159
18,2013,571035,1075465013
18,2014,591246,1139672133
18,2015,611458,1252448460
19,1999,302507,16260920
19,2000,300958,27871060
19,2001,299408,60364450
19,2002,297859,83664880
19,2003,294520,115986400
19,2004,291180,151931820
