19,2005,287841,180729966
19,2006,284501,306303389
19,2007,281030,396821410
19,2008,277559,537160326
19,2009,274089,413446514
19,2010,270618,444955004
19,2011,267147,498114316
19,2012,269074,517313760
19,2013,271001,467694945
19,2014,272927,581933022
19,2015,274854,736601094
20,1999,391422,32597770
20,2000,390051,49208410
20,2001,388679,117368220
20,2002,387308,157432210
20,2003,386370,215817240
20,2004,385433,257328860
20,2005,384495,307157953
20,2006,383557,456010908
20,2007,376000,569854844
20,2008,368443,729174740
20,2009,360885,727023086
20,2010,353328,711337086
20,2011,345771,693676503
20,2012,349869,697679413
20,2013,353967,733535926
20,2014,358065,883976501
20,2015,362163,937188659
21,1999,332856,29171110
21,2000,330645,41087420
21,2001,328433,99714670
21,2002,326222,130360660
21,2003,326253,179297720
21,2004,326285,222930700
21,2005,326316,295776492
21,2006,326347,399487669
21,2007,322031,540090966
21,2008,317714,632898400
21,2009,313398,633717087
21,2010,309081,638883942
21,2011,304765,657424263
21,2012,310547,638376656
21,2013,316329,723494222
21,2014,322110,844302631
21,2015,327892,992831501
22,1999,504383,49116400
22,2000,498160,71373680
22,2001,491936,153372380
22,2002,485712,194986710
22,2003,483599,278033230
22,2004,481486,351472290
22,2005,479372,432126508
22,2006,477259,626419932
22,2007,463884,769154452
22,2008,450509,920570774
22,2009,437133,947238606
22,2010,423758,948726849
22,2011,410383,1022975294
22,2012,422277,1018307704
22,2013,434171,1105935140
22,2014,446065,1182021831
22,2015,457959,1493404299
23,1999,299444,19594630
23,2000,298487,30520010
23,2001,297529,68154800
23,2002,296572,93646890
23,2003,295224,123873730
23,2004,293875,163058810
23,2005,292527,194160412
23,2006,291178,296390636
23,2007,286054,379264559
23,2008,280930,490130741
23,2009,275807,461589157
23,2010,270683,463912700
23,2011,265559,442434723
23,2012,271179,411926537
23,2013,276799,451644438
23,2014,282418,532218899
23,2015,288038,687590791
24,1999,815240,81473260
24,2000,815796,108716900
24,2001,816353,238102600
24,2002,816910,312322300
24,2003,818703,439377130
24,2004,820497,537798850
24,2005,822290,630740929
24,2006,824083,928873689
24,2007,814081,1222839457
24,2008,804080,1392860483
24,2009,794078,1425649311
24,2010,784077,1422842360
24,2011,774075,1494798702
24,2012,803070,1436612972
24,2013,832065,1608242501
24,2014,861059,1910865114
24,2015,890054,2187760033
25,1999,296176,30360990
25,2000,297491,50334910
25,2001,298807,107245970
25,2002,300123,152594210
25,2003,297166,199390200
25,2004,294210,292991920
25,2005,291253,333438007
25,2006,288296,478266789
25,2007,301333,767869310
25,2008,314370,918799964
25,2009,327407,921777316
25,2010,340444,1030932470
25,2011,353481,1043989149
25,2012,360935,1167320703
25,2013,368389,1177609874
25,2014,375843,1365090473
25,2015,383297,1533580376
26,1999,519107,40071980
26,2000,516108,61528290
26,2001,513109,159139520
26,2002,510110,190280150
26,2003,511411,259328650
26,2004,512712,303946560
26,2005,514012,392268885
26,2006,515313,590881923
26,2007,506674,743005814
26,2008,498035,843287316
26,2009,489395,849883627
26,2010,480756,870284496
26,2011,472117,831081458
26,2012,482847,907181563
26,2013,493576,998393425
26,2014,504306,1144033419
26,2015,515035,1409132128
27,1999,314514,21440020
27,2000,311920,38852930
27,2001,309326,85685100
27,2002,306732,106056280
27,2003,305428,154266190
27,2004,304124,201596350
27,2005,302819,226651142
27,2006,301515,322514789
27,2007,293054,440251727
27,2008,284594,524559370
27,2009,276133,530557394
27,2010,267673,605070448
27,2011,259212,625432623
27,2012,264705,629611945
27,2013,270198,700544925
27,2014,275692,711435535
27,2015,281185,849465747
28,1999,589612,49893290
28,2000,586691,69978770
28,2001,583771,165289430
28,2002,580851,226284790
28,2003,581441,313351200
28,2004,582031,396786400
28,2005,582620,463683198
28,2006,583210,678732375
28,2007,574670,906191748
28,2008,566129,1204120922
28,2009,557589,1078858133
28,2010,549048,1070395201
28,2011,540508,1119818057
28,2012,551596,1147141288
28,2013,562684,1302777420
28,2014,573772,1352465627
28,2015,584860,1437308710
29,1999,561687,37513330
29,2000,559297,58267860
29,2001,556906,150341930
29,2002,554516,194175510
29,2003,557864,274940290
29,2004,561212,322421410
29,2005,564560,414396876
29,2006,567908,568068700
29,2007,555806,742438203
29,2008,543704,877689365
29,2009,531603,858549059
29,2010,519501,921947294
29,2011,507399,986919342
29,2012,521391,912997110
29,2013,535383,1009990888
29,2014,549375,1090320850
29,2015,563367,1204922015
30,1999,499479,33059170
30,2000,496077,54221420
30,2001,492676,126093210
30,2002,489274,167532640
30,2003,486786,210679510
30,2004,484299,266244980
30,2005,481811,327450476
30,2006,479323,461963458
30,2007,467812,670926794
30,2008,456301,797618716
30,2009,444791,752857932
30,2010,433280,760432065
30,2011,421769,741301755
30,2012,427434,812802563
30,2013,433099,873810386
30,2014,438764,1073419329
30,2015,444429,1148916373
31,1999,843266,74398040
31,2000,838826,119807920
31,2001,834385,247854320
31,2002,829945,321004500
31,2003,828336,467161800
31,2004,826727,527153190
31,2005,825118,646062866
31,2006,823509,912992233
31,2007,809715,1250164138
31,2008,795922,1455984415
31,2009,782128,1540467583
31,2010,768335,1535905656
31,2011,754541,1489500525
31,2012,765443,1509840411
31,2013,776345,1549149218
31,2014,787248,1807914066
31,2015,798150,2122914239
32,1999,377333,32250910
32,2000,373983,42417890
32,2001,370632,99988850
32,2002,367281,134607300
32,2003,367380,189613820
32,2004,367479,230778780
32,2005,367578,284922561
32,2006,367677,426683909
32,2007,361365,548059299
32,2008,355053,677249483
32,2009,348741,631967303
32,2010,342429,653658487
32,2011,336117,692016945
32,2012,347021,704529851
32,2013,357926,816471414
32,2014,368830,902992792
32,2015,379735,1016360803
33,1999,253650,18787770
33,2000,251771,28573430
33,2001,249893,72473790
33,2002,248015,95310490
33,2003,247249,129756880
33,2004,246484,166380780
33,2005,245718,203313209
33,2006,244952,312128414
33,2007,241088,408231122
33,2008,237224,522825728
33,2009,233359,469337715
33,2010,229495,479824425
33,2011,225631,514076049
33,2012,230012,556761039
33,2013,234393,617954571
33,2014,238775,664182686
33,2015,243156,848644062
34,1999,431069,38112640
34,2000,427954,58702040
34,2001,424839,137992020
34,2002,421724,182481220
34,2003,422073,274170500
34,2004,422422,347060310
34,2005,422770,412887690
34,2006,423119,648209538
34,2007,413950,790859088
34,2008,404781,911728428
34,2009,395611,952248592
34,2010,386442,932764909
34,2011,377273,1003672254
34,2012,394659,967999136
34,2013,412045,1048877423
34,2014,429430,1187399693
34,2015,446816,1308765635
35,1999,692454,42394840
35,2000,691114,71229410
35,2001,689775,182010960
35,2002,688435,262609010
35,2003,692759,376991100
35,2004,697083,462039960
35,2005,701406,545666558
35,2006,705730,768620730
35,2007,695558,985865071
35,2008,685386,1177389566
35,2009,675214,1209851067
35,2010,665042,1282021324
35,2011,654870,1338941852
35,2012,672625,1413823355
35,2013,690380,1389746484
35,2014,708135,1506639489
35,2015,725890,1737403345
36,1999,450370,27741440
36,2000,445588,50781630
36,2001,440807,108427640
36,2002,436025,144593890
36,2003,431315,202555080
36,2004,426604,253715070
36,2005,421894,298709067
36,2006,417183,429122804
36,2007,407726,546307680
36,2008,398269,687741484
36,2009,388811,583438399
36,2010,379354,620268756
36,2011,369897,556174529
36,2012,373804,591773067
36,2013,377711,626017104
36,2014,381619,807449123
36,2015,385526,871226251
37,1999,684558,77594200
37,2000,682347,107301430
37,2001,680137,237308010
37,2002,677926,312321700
37,2003,673686,464927000
37,2004,669446,606181860
37,2005,665206,728222984
37,2006,660966,974270235
37,2007,659727,1308666483
37,2008,658489,1536960848
37,2009,657250,1505506403
37,2010,656012,1482626661
37,2011,654773,1633955753
37,2012,672396,1783767911
37,2013,690018,1853280258
37,2014,707641,2003788646
37,2015,725263,2234984333
38,1999,260844,25168680
38,2000,259393,35881850
38,2001,257943,83343550
38,2002,256492,107336930
38,2003,255273,146708710
38,2004,254053,177521340
38,2005,252834,212299098
38,2006,251614,351587353
38,2007,243616,420416307
38,2008,235617,454063164
38,2009,227619,533571112
38,2010,219620,587780921
38,2011,211622,531762274
38,2012,218147,487405007
38,2013,224673,527042680
38,2014,231198,683285924
38,2015,237724,822290193
39,1999,456947,31355050
39,2000,456314,46857070
39,2001,455682,107658750
39,2002,455049,149829860
39,2003,455458,213065270
39,2004,455868,260743060
39,2005,456277,327347501
39,2006,456686,500232799
39,2007,444017,632538641
39,2008,431348,806408374
39,2009,418678,740881188
39,2010,406009,748231772
39,2011,393340,794648148
39,2012,410635,706561141
39,2013,427930,809891105
39,2014,445225,894811805
39,2015,462520,1045234170
40,1999,420789,32230090
40,2000,418275,53874290
40,2001,415761,118663260
40,2002,413247,158646020
40,2003,413313,229923190
40,2004,413379,267850260
40,2005,413445,328205578
40,2006,413511,484265317
40,2007,405657,697653758
40,2008,397803,817584627
40,2009,389948,731827426
40,2010,382094,790619615
40,2011,374240,873518938
40,2012,380026,847116080
40,2013,385812,849111819
40,2014,391599,1237099284
40,2015,397385,1455091401
41,1999,389365,35720420
41,2000,388787,47272010
41,2001,388210,116407010
41,2002,387632,141968390
41,2003,388980,207130790
41,2004,390328,254357790
41,2005,391675,353481084
41,2006,393023,425777013
41,2007,382320,601141247
41,2008,371618,749209215
41,2009,360915,654338462
41,2010,350213,705950235
41,2011,339510,642052380
41,2012,349842,638939017
41,2013,360174,740501970
41,2014,370505,788967355
41,2015,380837,957314762
42,1999,1968697,499384320
42,2000,1954576,717303050
42,2001,1940455,1238562200
42,2002,1926334,1589266300
42,2003,1927560,2178030620
42,2004,1928785,2659483910
42,2005,1930011,3155126192
42,2006,1931236,4238734346
42,2007,1870674,6193706239
42,2008,1810112,7170783579
42,2009,1749550,7536346360
42,2010,1688988,7391470134
42,2011,1628426,7288589322
42,2012,1723970,6965347131
42,2013,1819513,7162060952
42,2014,1915057,7725463327
42,2015,2010600,8068359583
